Riot Games Name,Riot Games Tag Line,Summoner Level,Summoner Points,Summoner Wins,Summoner Losses,Is Veteran?,Is Inactive?,Is Fresh Blood?,Is Hot Streak?,Summoner Tier
lynx doc than,VN2,1,284,113,91,False,False,True,True,Grandmaster
Con Mều,hung,562,411,128,107,False,False,False,True,Grandmaster
quelua,8986,490,303,142,120,False,False,True,False,Grandmaster
Xin cái Top ONE,1909,13,366,171,135,False,False,True,False,Grandmaster
PATO Sun,VN2,510,439,130,95,False,False,False,True,Grandmaster
Duellinggame,LINK,1,251,127,96,False,False,True,False,Grandmaster
1iiiiiTFT1VN,VN2,76,352,140,92,False,False,True,False,Grandmaster
Kỳ Thủ Hồng Šơn,1202,109,504,107,76,False,False,True,False,Grandmaster
130792,VN2,1,480,137,111,False,False,True,True,Grandmaster
Ezreal,1st,604,307,167,130,False,False,False,False,Grandmaster
diem tinh boy,1005,533,415,98,81,False,False,True,False,Grandmaster
VấpCỏHôiPen,8172,415,234,252,228,False,False,True,False,Grandmaster
Em Huy 666,666,382,303,103,85,False,False,True,False,Grandmaster
Call115,C115,252,477,99,68,False,False,True,False,Grandmaster
đỗ giang nam,VN2,141,299,150,139,False,False,True,False,Grandmaster
Chot Tf,VN2,317,369,89,59,False,False,True,True,Grandmaster
FS OneDayForLove,2306,187,491,276,227,False,False,True,False,Grandmaster
Ní Vô Trăng,VN2,62,328,168,158,False,False,True,False,Grandmaster
quả cam khó calm,VN2,74,508,143,113,False,False,True,False,Grandmaster
HocReact7Nghiep,VN2,322,460,244,211,False,False,True,False,Grandmaster
KaitoAccor,1608,642,262,104,81,False,False,True,True,Grandmaster
toidaidot111,VN2,10,299,138,119,False,False,True,False,Grandmaster
Em Tinn,13059,47,487,121,73,False,False,False,False,Grandmaster
sDOTs,VN2,301,300,186,171,False,False,True,False,Grandmaster
Thế Tài 2001,VN2,480,232,212,215,False,False,True,False,Grandmaster
duonglam273,VN2,2,352,281,265,False,False,True,False,Grandmaster
congiandethuong,VN2,367,234,155,150,False,False,True,False,Grandmaster
syz,bdvt,5,439,93,68,False,False,True,False,Grandmaster
Furina,Fuina,1,268,86,69,False,False,True,False,Grandmaster
Ơ KÌA Ca Ca,1214,96,266,136,111,False,False,True,False,Grandmaster
OnechampSamira,2004,83,355,143,123,False,False,True,False,Grandmaster
V O X L,VN2,14,239,142,104,False,False,True,False,Grandmaster
QUOCVERTU1,vertu,13,513,95,59,False,False,True,False,Grandmaster
GalaxyShadows,0910,746,253,128,89,False,False,True,False,Grandmaster
Tuấn Tuổi Trẻ,5282,214,451,113,70,False,False,True,False,Grandmaster
Pepsi1,0209,267,511,137,94,False,False,True,False,Grandmaster
um okay,ad1,40,273,128,97,False,False,False,False,Grandmaster
SsBơ,SsBơ,1,272,188,152,False,False,True,True,Grandmaster
Quân Đóm,VN2,460,507,149,115,False,False,False,True,Grandmaster
Giám Đốc Nam,6641,332,374,112,82,False,False,True,True,Grandmaster
9 Năm,LeoTĐ,213,459,166,126,False,False,True,True,Grandmaster
Đen Nên Đổi Tên,VN2,363,268,208,181,True,False,False,False,Grandmaster
AnhBeo,18194,175,234,142,118,False,False,True,False,Grandmaster
phattran97,VN2,1,455,125,94,False,False,False,False,Grandmaster
º oO Tiến Oo º,81100,817,277,131,110,False,False,True,True,Grandmaster
Bạc Xỉu Lóng,VN2,451,485,167,149,False,False,True,False,Grandmaster
Sâu Ngủ,Yuumi,5,457,139,95,False,False,False,True,Grandmaster
MIẾN CAY,VN2,387,235,111,87,False,False,True,False,Grandmaster
sneako,2901,56,275,82,60,False,False,False,False,Grandmaster
Aptos,APT,546,447,79,45,False,False,False,True,Grandmaster
Mikasa Yeager,1502,211,500,156,129,False,False,True,False,Grandmaster
Hoa Thần Vũ,4444,41,376,205,168,False,False,True,False,Grandmaster
Nangosu,1694,56,377,76,43,False,False,True,True,Grandmaster
Rosallie,VN2,90,290,229,198,False,False,True,False,Grandmaster
linnealeia,vn1,96,318,89,44,False,False,False,True,Grandmaster
maybe7,23506,543,424,95,55,False,False,True,False,Grandmaster
QuangKhangSL,VN2,443,352,177,133,False,False,True,False,Grandmaster
Gà Con 88,VN2,140,269,95,60,False,False,True,False,Grandmaster
lovelyne,0809,11,311,101,79,False,False,True,False,Grandmaster
Đức Hào,DuHa,1,386,67,35,False,False,True,False,Grandmaster
KND Succulento,nano1,169,468,91,66,False,False,False,False,Grandmaster
Zap,1305,476,502,171,136,False,False,True,True,Grandmaster
Malzahaha,VN2,366,301,175,142,False,False,True,False,Grandmaster
EmNguyên TryHard,9999,238,356,183,133,False,False,True,False,Grandmaster
Vĩnh Dạ Chi Thần,TMQ,1,308,205,149,False,False,True,True,Grandmaster
PhaNuocChanh,netem,531,278,172,121,False,False,True,False,Grandmaster
my breath is ur,14n14,473,402,132,106,False,False,True,False,Grandmaster
wishgosky,146,24,503,175,123,False,False,True,True,Grandmaster
HùngCM,18112,535,308,85,51,False,False,False,False,Grandmaster
VN Style1,VN199,74,502,313,270,False,False,True,True,Grandmaster
Chocobo,1304,332,232,136,118,False,False,True,False,Grandmaster
TahP,0312,198,246,157,137,False,False,True,True,Grandmaster
TrọngPhúc,297,49,337,160,101,False,False,True,True,Grandmaster
RubyXYZ,0811,324,331,59,35,False,False,True,False,Grandmaster
Xiaomeow,1610,325,284,132,114,False,False,True,False,Grandmaster
Agginn,01i,467,306,156,125,False,False,True,True,Grandmaster
VN 17611,Trung,382,246,146,112,False,False,True,False,Grandmaster
NHUTNE,0701,493,427,161,142,False,False,True,False,Grandmaster
nu khung,2510,1,245,86,68,False,False,False,True,Grandmaster
LLG Navkot,VN2,143,291,120,77,False,False,True,False,Grandmaster
GucciiPeekk,2222,259,321,155,124,False,False,False,False,Grandmaster
pr0pr0996vn,8178,1,340,219,204,False,False,True,False,Grandmaster
Keiithy,1999,1,344,158,124,False,False,True,True,Grandmaster
NG Cfl,cuong,1,235,88,56,False,False,True,True,Grandmaster
 M i n h  yß y y,VN2,561,507,135,82,False,False,False,True,Grandmaster
Gia Cát Bịp,3003,279,406,122,83,False,False,True,False,Grandmaster
Phu0ngNam,3110,373,345,172,137,False,False,False,False,Grandmaster
 Anhh  Hùngg,VN2,232,359,227,174,False,False,False,False,Grandmaster
GiaCátGạchĐá,1703,72,297,91,36,False,False,True,False,Grandmaster
Chít Tà Naaa,VN2,578,331,212,163,False,False,True,True,Grandmaster
xanh rờn,VN2,289,243,298,273,False,False,True,False,Grandmaster
Nalas,1370,713,234,95,66,False,False,True,True,Grandmaster
cChú cứ để anh,VN2,214,257,126,101,False,False,True,True,Grandmaster
Nevous,2209,499,344,152,131,False,False,True,False,Grandmaster
PancakessTFT,VN2,673,295,147,126,False,False,True,False,Grandmaster
Professional,0409,524,460,202,158,False,False,True,False,Grandmaster
YTB ViếtNhânĐTCL,01033,7,368,282,276,False,False,True,False,Grandmaster
KCvs7 ,VN2,284,433,121,99,False,False,False,False,Grandmaster
tao la Low Jho,BTC,344,352,151,127,False,False,True,False,Grandmaster
TaroAixì,1901,6,418,97,55,False,False,True,True,Grandmaster
NợMẹNàngDâu,VN222,32,253,88,59,False,False,False,False,Grandmaster
En1wd1k,2702,417,253,129,108,False,False,True,True,Grandmaster
Blackrose2k,0601,248,241,105,82,False,False,True,False,Grandmaster
BoonBoon,VN2,68,280,93,75,False,False,True,False,Grandmaster
Cloudy Sad,VN2,276,260,290,235,False,False,True,True,Grandmaster
Da đen đít ghẻ,1102,635,404,297,277,False,False,True,False,Grandmaster
Reverbisme,1210,53,236,102,70,False,False,True,False,Grandmaster
c1et,c1et,648,390,213,204,False,False,True,False,Grandmaster
zMưa,VN2,439,287,182,139,False,False,True,True,Grandmaster
NG Demo,demo,40,452,124,91,False,False,True,False,Grandmaster
Loy Loy,1903,274,272,83,58,False,False,False,False,Grandmaster
hungtohapp,VN2,4,473,277,249,False,False,True,False,Grandmaster
you and me,vie,473,235,233,224,False,False,True,False,Grandmaster
y1uD,VN2,213,384,128,91,False,False,True,False,Grandmaster
MarAxCQA,VN2,122,325,182,159,False,False,True,True,Grandmaster
VN 1ĐóaHoaNhài,NSC,24,387,113,81,False,False,True,False,Grandmaster
5ẤyHoaNởMoonVừa0,7624,34,368,68,34,False,False,True,True,Grandmaster
Fei25,2522,210,504,93,55,False,False,True,False,Grandmaster
Ditmemay0711,VN2,244,249,111,93,False,False,True,False,Grandmaster
LacLac,1509,102,302,124,88,False,False,True,False,Grandmaster
Akatsuki Deidara,8571,320,233,85,70,False,False,True,True,Grandmaster
linhbodoi,6336,718,234,85,67,False,False,True,False,Grandmaster
Làm Bài Kèn,VN2,65,304,77,46,False,False,True,True,Grandmaster
baorddepjtrai,baorr,376,271,171,149,False,False,True,False,Grandmaster
Một Đập Ăn Tiền,VN2,414,461,212,174,False,False,True,False,Grandmaster
Em Đăng Đá,99999,23,261,125,89,False,False,True,False,Grandmaster
Beng Họa Sĩ,VN2,113,318,198,178,False,False,True,False,Grandmaster
JaSonn,JaSon,577,391,134,106,False,False,False,False,Grandmaster
Sang day,1998,1,375,201,178,False,False,True,False,Grandmaster
Jules,dunbe,704,243,134,92,False,False,True,False,Grandmaster
pay to win,VNM,386,441,172,156,False,False,True,False,Grandmaster
Feliz,hard,123,241,100,68,False,False,True,False,Grandmaster
Sh4Dainn,VN2,448,337,79,49,False,False,True,False,Grandmaster
Nắng,520,735,259,105,68,False,False,False,False,Grandmaster
AAm Tham Ben Em,2407,14,235,120,87,False,False,True,True,Grandmaster
Tdmaskhoi,VN2,207,384,182,148,False,False,True,False,Grandmaster
Game Như Lozzz,VN2,118,236,223,202,False,False,True,False,Grandmaster
Tôi đang suy,9101,487,240,72,47,False,False,True,False,Grandmaster
CTG Edgar,21297,177,298,108,91,False,False,True,False,Grandmaster
Dũng Chảnh,VN2,263,251,141,104,False,False,True,False,Grandmaster
INF Hunw,2003,306,237,120,104,False,False,True,True,Grandmaster
NTLxWrenN,VN2,212,309,85,38,False,False,True,False,Grandmaster
Be Yourself,VN21,348,271,45,11,False,False,True,True,Grandmaster
kujbap10,VN2,181,300,121,99,False,False,True,False,Grandmaster
VietGiOh,VN2,30,387,135,84,False,False,False,False,Grandmaster
tkt1612,VN2,267,360,176,142,False,False,True,False,Grandmaster
ZakyLee,1306,154,322,95,58,False,False,True,True,Grandmaster
TPM HomieCong,9999,306,315,127,94,False,False,True,False,Grandmaster
Trungbibo,2712,275,435,175,152,False,False,True,False,Grandmaster
Hồ cảm xúc,H1912,672,245,126,95,False,False,True,False,Grandmaster
mook,VN2,23,234,100,86,False,False,True,False,Grandmaster
Mèo ơi cứu Tớ,0608,203,328,204,156,False,False,True,False,Grandmaster
gg Ông Giáo à,VN2,465,418,233,179,False,False,True,False,Grandmaster
Ong Mật,2001,1,350,141,128,False,False,True,True,Grandmaster
Kuzan1,2209,941,238,160,131,False,False,True,True,Grandmaster
Thanh Tùng Trần,2901,374,275,225,178,False,False,True,True,Grandmaster
NoZeRos,2960,2,425,114,103,False,False,True,False,Grandmaster
NguyenTrungManh,6789,189,404,98,82,False,False,True,False,Grandmaster
Tessu,1234,10,256,213,177,False,False,True,False,Grandmaster
beeeeeeeeeeeeeee,2807,16,362,90,61,False,False,False,False,Grandmaster
choi co 1 tay,VN2,5,410,126,87,False,False,False,False,Grandmaster
Hải Anh is me,M040,230,510,121,80,False,False,True,False,Grandmaster
Scyther,259,590,349,101,70,False,False,True,False,Grandmaster
OPG Vinh HoangDã,2006,113,312,125,76,False,False,True,True,Grandmaster
lmwinner,11111,385,309,200,168,False,False,True,False,Grandmaster
Quaivattronganh,VN2,1,370,94,53,False,False,True,False,Grandmaster
Icsm,VN2,1,396,200,184,False,False,True,True,Grandmaster
Co1nnnnn,1210,190,399,108,83,False,False,True,False,Grandmaster
Bướm bị Chim hôn,25iN,343,290,89,71,False,False,True,False,Grandmaster
anhquan,2408,76,233,89,69,False,False,True,False,Grandmaster
Mùa Đông Năm Ấy,6504,1,415,154,88,False,False,True,True,Grandmaster
KyUNhien1990,6652,3,234,145,106,False,False,True,True,Grandmaster
NakkSu,12345,299,274,100,73,False,False,True,False,Grandmaster
Ma Dong Seok,vn123,2,244,163,139,False,False,True,False,Grandmaster
oSunata11o,VN2,9,322,139,115,False,False,True,False,Grandmaster
NICO Baba Yaga,1007,1,289,170,139,False,False,True,True,Grandmaster
PhoeDra2104,20897,1,268,255,242,False,False,True,False,Grandmaster
leechinh17,3005,7,421,192,171,False,False,True,False,Grandmaster
Bé Min 2K3,10204,316,291,115,91,False,False,True,True,Grandmaster
Barker Làng Đá,27104,303,246,192,170,False,False,True,False,Grandmaster
Em Bằng TFT,0416,251,248,145,114,False,False,True,False,Grandmaster
Bin Tập Code,8618,10,425,150,121,False,False,False,True,Grandmaster
GNASEEL,VN3,299,423,232,180,False,False,True,True,Grandmaster
sadboichungtình,7348,88,469,147,125,False,False,True,False,Grandmaster
025105645151289,1612,168,334,123,87,False,False,True,False,Grandmaster
76E1 Nam ,VN2,80,292,181,150,False,False,True,False,Grandmaster
ViĐạiThành,11111,274,380,173,152,False,False,True,False,Grandmaster
Kim Ngân,08976,145,281,181,165,False,False,True,False,Grandmaster
Khổng Minh TFT,6827,378,236,238,226,False,False,True,True,Grandmaster
Xếp Couter Này,21019,10,270,232,190,False,False,True,False,Grandmaster
lỗi bên em,DTL,361,297,134,113,False,False,False,False,Grandmaster
토랄린,1110,693,388,116,75,False,False,True,False,Grandmaster
Kiet1953,111,238,371,93,67,False,False,True,False,Grandmaster
SBTC DENY,DENY,369,241,126,110,False,False,False,False,Grandmaster
ok11,352,568,509,188,171,False,False,True,False,Grandmaster
xintop8TT,VN2,20,300,231,195,False,False,True,True,Grandmaster
badintuition1,111,522,370,92,61,False,False,True,False,Grandmaster
Amireux,52hz,730,342,180,135,False,False,False,False,Grandmaster
阮   国   英,9999,278,241,111,76,False,False,True,False,Grandmaster
shauron12,9452,39,314,82,64,False,False,False,False,Grandmaster
NQH 1502,VN123,284,287,124,101,False,False,True,False,Grandmaster
sonication,20237,300,271,81,50,False,False,True,True,Grandmaster
ZerefCKun,VN2,1,359,68,29,False,False,True,True,Grandmaster
BÚn CUa Hơm,Trung,408,243,163,128,False,False,True,False,Grandmaster
Captain Irelia,VN2,131,347,142,99,False,False,True,False,Grandmaster
Go Hae Rii,2501,348,351,197,155,False,False,False,False,Grandmaster
Nhokvippro,SVY4,1,502,226,196,False,False,True,False,Grandmaster
Argun Worme,abcxy,98,329,141,123,False,False,True,False,Grandmaster
Tâm Hồn Xao Động,27497,114,251,196,153,False,False,False,False,Grandmaster
Fờ Léx,TFT,1,416,103,57,False,False,False,False,Grandmaster
KayZDi,2911,1,460,112,70,False,False,True,False,Grandmaster
Mingo33,727,566,233,161,147,False,False,True,True,Grandmaster
FbLive Haxagii,VN2,297,336,185,145,False,False,True,False,Grandmaster
LuxuryWind,1412,550,274,74,46,False,False,True,False,Grandmaster
BEX Luckyman1,VN2,179,248,129,108,False,False,True,True,Grandmaster
JustPhươngLyy,just,158,313,127,95,False,False,True,False,Grandmaster
tonytocotoco,2906,491,263,101,72,False,False,True,False,Grandmaster
gamexamlz,1998,275,506,100,56,False,False,True,True,Grandmaster
Illunimous,1710,607,332,167,134,False,False,False,False,Grandmaster
oOoBlackRose,VN2,488,242,161,129,False,False,True,False,Grandmaster
Lâm Lạc Lối,1412,255,302,132,99,False,False,True,True,Grandmaster
Shalltear,tear,510,268,181,150,False,False,True,False,Grandmaster
VH10,VN2,214,300,156,133,False,False,False,False,Grandmaster
Khổ Vì Gái Theo ,VN2,283,262,305,286,False,False,True,False,Grandmaster
aranran,VN2,421,232,154,121,False,False,True,False,Grandmaster
họa sĩ làm thơ,VN2,526,273,162,144,False,False,True,False,Grandmaster
HLG Trungnef,VN2,2,270,119,85,False,False,True,False,Grandmaster
master korea111,12121,681,253,141,118,False,False,True,False,Grandmaster
QQ Chokee,VN2,428,359,171,140,False,False,False,False,Grandmaster
Nghĩa,234,303,369,111,84,False,False,True,False,Grandmaster
adcx244,VN2,36,504,183,151,False,False,True,False,Grandmaster
Zoe Khương,DKKK,374,299,122,87,False,False,True,True,Grandmaster
i m He,2000,308,313,159,126,False,False,True,False,Grandmaster
T tới đây,1999,177,330,148,122,False,False,True,False,Grandmaster
Piandao,VN2,235,309,148,116,False,False,True,False,Grandmaster
Phùng Đức Thịnh,11106,541,295,87,53,False,False,True,True,Grandmaster
Riasgremory,6505,443,322,105,76,False,False,True,False,Grandmaster
QuânSeven,9031,151,455,115,75,False,False,True,False,Grandmaster
Fang Yuann,i666,543,303,164,138,False,False,True,True,Grandmaster
Feel free,VN2,1,359,177,128,False,False,True,False,Grandmaster
Hăc Liên,1998,124,234,72,37,False,False,True,True,Grandmaster
Prince of Crime,1234,452,511,116,86,False,False,True,False,Grandmaster
Jun,1601,61,278,86,44,False,False,True,True,Grandmaster
kata nara,5834,2,241,124,108,False,False,True,False,Grandmaster
Fanboyy Jisooo,2202,87,359,143,103,False,False,False,False,Grandmaster
iCTSV,2702,4,500,174,141,False,False,True,True,Grandmaster
Người Nhà Quê,21110,139,395,196,168,False,False,True,False,Grandmaster
Erik Phạm,88888,11,246,157,139,False,False,True,False,Grandmaster
Hi Am Rosé,123,381,305,252,219,False,False,True,True,Grandmaster
HMN 17B4,VN2,136,336,97,54,False,False,True,False,Grandmaster
216,9999,613,245,198,157,False,False,True,True,Grandmaster
Radamel Falbaor,0812,383,240,171,123,False,False,True,False,Grandmaster
tach nua,VN2,22,262,58,27,False,False,True,True,Grandmaster
Kaed5,102,732,440,96,52,False,False,True,False,Grandmaster
DangKhoa1009,VN2,137,231,157,110,False,False,True,True,Grandmaster
hà sùng,1012,158,270,88,64,False,False,True,False,Grandmaster
G A U N E,VN2,503,436,118,97,False,False,True,True,Grandmaster
TYPN,0412,378,252,101,69,False,False,True,False,Grandmaster
Sunflower,2204,148,413,184,148,False,False,False,False,Grandmaster
Furina,Kei,361,377,171,145,False,False,True,False,Grandmaster
Đỗ Công Thành,2510,217,275,219,193,False,False,True,False,Grandmaster
H I P P I I,hip,620,338,122,95,False,False,False,False,Grandmaster
Kẻ Hết Thời,NAK,297,384,204,189,False,False,True,False,Grandmaster
anhquan,187,324,303,141,122,False,False,True,True,Grandmaster
từ con số 0,VN2,39,262,108,73,False,False,True,False,Grandmaster
Zin FullStack,VN2,462,448,110,71,False,False,True,False,Grandmaster
NaaiG TFT,999,99,409,159,124,False,False,True,False,Grandmaster
zerozip1,8064,158,350,190,131,False,False,True,False,Grandmaster
topTFTone1,VN2,33,342,163,128,False,False,False,False,Grandmaster
JameAHoang,1999,2,484,123,84,False,False,True,False,Grandmaster
BbyTraMyDang,10203,286,317,136,95,False,False,False,False,Grandmaster
14 Stillwater,1408,495,393,227,177,False,False,True,True,Grandmaster
Huân Long,VN2,528,237,126,91,False,False,True,True,Grandmaster
SS Bun,bun2,908,492,155,136,False,False,True,False,Grandmaster
HNB Big oTry,9869,94,417,187,139,True,False,False,False,Grandmaster
Tú Đầu Moi,VN2,252,306,103,75,False,False,True,False,Grandmaster
FS vdq,VDQ99,131,421,239,188,False,False,True,False,Grandmaster
123333333,12345,44,266,144,128,False,False,True,True,Grandmaster
TTN Phong Thần,1710,264,243,110,78,False,False,True,True,Grandmaster
AEaaaEA,VN2,12,248,310,276,False,False,True,False,Grandmaster
GodOfThudeR,6436,467,371,103,83,False,False,False,False,Grandmaster
Vũ Nhân,1223,49,504,144,102,False,False,True,False,Grandmaster
FakePhat112,phat1,332,406,129,86,False,False,True,False,Grandmaster
GấuMập99,VN2,342,348,99,64,False,False,True,False,Grandmaster
Lối chơi flexing,999,482,243,127,100,False,False,False,True,Grandmaster
Captain Phúcc,VN2,463,312,192,173,False,False,True,False,Grandmaster
Apol10,VdQ,646,277,99,68,False,False,True,False,Grandmaster
NamNgerrr,2706,196,362,138,108,False,False,True,True,Grandmaster
TVH 23 02 04,2302,525,370,141,109,False,False,False,False,Grandmaster
Sin Bến Tre,2306,39,258,139,121,False,False,True,True,Grandmaster
Chạy Đi Menn,6009,17,255,180,145,False,False,True,False,Grandmaster
RubyAngel,VN2,64,265,73,29,False,False,True,True,Grandmaster
Mama,Mama0,1,253,195,164,False,False,True,False,Grandmaster
Mèo con bít pơi,1512,547,408,100,73,False,False,True,True,Grandmaster
TFT NVA,VN2,171,260,184,158,False,False,True,False,Grandmaster
Cố Trường Ca,88888,59,356,181,142,False,False,True,False,Grandmaster
KunK,1107,244,260,194,166,False,False,True,False,Grandmaster
Giáo sư Dũng,Neon,380,259,100,85,False,False,True,True,Grandmaster
1gN,2805,438,373,138,109,False,False,True,False,Grandmaster
KuzeTFT,2556,302,243,151,107,False,False,True,True,Grandmaster
Huy Là Taoooo,1844,350,250,225,182,False,False,True,False,Grandmaster
CryingYetiz,VN2,354,362,129,87,False,False,True,False,Grandmaster
tizzi994,VN2,2,319,193,169,False,False,True,True,Grandmaster
Reddog is real,0712,680,261,80,48,False,False,True,True,Grandmaster
biQN,0343,456,375,143,118,True,False,False,False,Grandmaster
trongbds,1996,854,362,176,132,False,False,True,False,Grandmaster
N DuHy,Q2606,514,503,95,63,False,False,True,True,Grandmaster
truz1996,truz1,739,242,132,120,False,False,True,False,Grandmaster
B M S,1307,130,431,223,175,False,False,True,False,Grandmaster
Hoạ Sĩ Piccaso,2004,8,449,261,247,False,False,True,False,Grandmaster
Kuromeoo,1752,546,237,140,117,False,False,True,True,Grandmaster
Miêu Miêu HZ,VN2,344,265,207,182,False,False,True,False,Grandmaster
truoqsogood,2004,1,368,139,118,False,False,True,False,Grandmaster
PAR PảoPảo,HUST,541,280,114,83,False,False,True,False,Grandmaster
Cả Lò Nhà Game,1898,133,511,97,62,False,False,True,True,Grandmaster
Danh Hài Mới Nổi,i820,24,352,131,115,False,False,True,False,Grandmaster
Oppa Tú,99999,611,247,242,209,False,False,True,True,Grandmaster
sSs KiD,2709,684,291,93,71,False,False,True,True,Grandmaster
Dark,01234,260,294,94,70,False,False,True,False,Grandmaster
Nosferatu,2301,245,404,93,71,False,False,False,False,Grandmaster
viết nhạc lm thơ,2003,385,300,123,93,False,False,False,False,Grandmaster
chua yeu 1 ice,1503,344,231,146,123,False,False,True,False,Grandmaster
loi ben toy,1998,559,502,184,127,False,False,True,False,Grandmaster
Ác quỷ nước mỹ,devil,326,338,125,93,False,False,False,False,Grandmaster
Choncc,2909,820,504,112,76,False,False,True,True,Grandmaster
S A V E,nhật,838,336,191,141,False,False,True,False,Grandmaster
SMUF DTCL,5370,544,317,157,112,False,False,True,False,Grandmaster
1TTĐ NVT,VN2,149,497,200,158,False,False,True,False,Grandmaster
1tay thách đấu,1TTĐ,156,491,79,53,False,False,True,False,Grandmaster
Scorpions,1111,246,301,142,122,False,False,True,False,Grandmaster
A5 Meanles,27111,604,434,180,147,False,False,True,False,Grandmaster
Đánh cờ,VN2,57,300,206,186,False,False,True,False,Grandmaster
Chè Hoa Bưởi,buu2k,108,476,74,32,False,False,False,False,Grandmaster
Han Hyo Joo 1,ttoan,433,240,98,66,False,False,False,False,Grandmaster
6886688688888888,LongT,14,501,123,77,False,False,True,False,Grandmaster
Kgadboiz,VN2,141,385,223,179,False,False,True,False,Grandmaster
HLG EmHiểnChoáy,3926,486,273,106,78,False,False,True,False,Grandmaster
bzzang,bzzan,502,244,181,145,False,False,True,False,Grandmaster
Kykun,21101,240,293,140,109,False,False,True,False,Grandmaster
Hoàng ĐH,VN2,273,328,163,146,False,False,True,False,Grandmaster
ChonXeLich,HeHe,1,278,115,81,False,False,True,False,Grandmaster
Cường Smile,Smile,284,447,111,79,False,False,False,False,Grandmaster
Bình Chữa Cháy,2204,724,295,129,88,False,False,False,False,Grandmaster
Migi THÁCH ĐẤU,VN2,24,248,141,96,False,False,True,False,Grandmaster
TheDainn1,7566,95,250,92,71,False,False,False,False,Grandmaster
29062609,VN2,533,295,233,209,False,False,True,False,Grandmaster
oWTashaWo,3013,199,478,301,256,False,False,True,False,Grandmaster
Bạn Học Cáo,0627,213,253,79,55,False,False,True,False,Grandmaster
AFK BĐV1,27081,10,245,140,111,False,False,True,True,Grandmaster
Nup,VN2,430,356,247,221,False,False,True,False,Grandmaster
dukwan,0511,135,360,129,82,False,False,True,False,Grandmaster
top1spammer12,VN2,50,363,87,61,False,False,False,False,Grandmaster
Hàn Tiểu Ling,Ling,375,303,109,71,False,False,True,False,Grandmaster
Bé My Sweetie,mika,726,324,80,56,False,False,True,False,Grandmaster
ToiRatYeuVIETNAM,VN2,134,486,158,122,False,False,True,False,Grandmaster
Beel,0906,309,425,134,99,False,False,True,False,Grandmaster
bapmomx01,VN2,2,214,146,115,False,False,True,False,Grandmaster
Yi Yo,1998,1129,255,163,130,False,False,True,False,Grandmaster
Đuma đang cứu nè,VN2,722,387,153,143,True,False,False,False,Grandmaster
dần dần mất em,VN2,259,292,193,140,False,False,True,False,Grandmaster
NG Yoonjunggggg1,0703,433,502,150,141,False,False,True,False,Grandmaster
HuongTitLonMuppp,muppp,11,303,131,98,False,False,False,False,Grandmaster
Phong cách ĐNA1,VN2,24,414,246,222,False,False,True,False,Grandmaster
anh da on hon,2105,317,508,169,133,False,False,True,True,Grandmaster
Lee Chunn,VN2,426,266,140,125,False,False,True,False,Grandmaster
njhanniiii,1999,843,281,160,146,False,False,True,True,Grandmaster
Minh0111,0111,319,377,242,212,False,False,True,True,Grandmaster
PTM Crown,VN2,268,246,98,73,False,False,True,False,Grandmaster
crow,2210,639,263,76,48,False,False,True,True,Grandmaster
L 03 10 04 NT,1003,127,309,140,106,False,False,False,False,Grandmaster
16 dần dơ,VN2,297,260,120,100,False,False,True,False,Grandmaster
CoolParker,SML,442,362,73,24,False,False,True,True,Grandmaster
Bé Bờm VN,0302,179,469,113,82,False,False,False,False,Grandmaster
ĐứcĐức,2446,30,376,148,114,False,False,True,False,Grandmaster
vlogg,VN2,474,296,103,64,False,False,True,False,Grandmaster
XLR8,6319,396,440,94,56,False,False,True,False,Grandmaster
Cho XIn Tý Huyết,VN2,47,237,95,61,False,False,True,False,Grandmaster
tftiseasy,00000,66,377,84,52,False,False,True,True,Grandmaster
DorR1K,1807,5,246,93,63,False,False,True,False,Grandmaster
ThắnG XH,VN2,328,268,138,105,False,False,True,True,Grandmaster
EBodyQ,1704,512,376,185,147,False,False,True,True,Grandmaster
Perlemerhiver,1512,234,340,131,107,False,False,True,True,Grandmaster
IT forrever,234,511,280,212,180,False,False,True,False,Grandmaster
Sovel,3011,1,300,128,103,False,False,True,False,Grandmaster
JuUn,5368,165,300,114,80,False,False,False,False,Grandmaster
Rouge,Giang,551,509,176,147,False,False,True,False,Grandmaster
no cap on god,VN2,523,256,74,52,False,False,False,False,Grandmaster
OPG Fiora,1769,1,496,67,36,False,False,True,True,Grandmaster
VinaBaeSuzy,nana,107,303,123,94,False,False,True,False,Grandmaster
Av Shu,Shu23,502,436,111,84,False,False,True,False,Grandmaster
Mordred,7244,563,319,108,77,False,False,True,False,Grandmaster
fast shot,VN2,606,238,161,141,False,False,True,False,Grandmaster
2597 is me,2597,563,344,155,135,False,False,True,False,Grandmaster
Wang Churan,1104,324,318,239,208,False,False,True,False,Grandmaster
Shacombank,6789,497,464,171,131,True,False,False,True,Grandmaster
BobbyC,37NA,151,297,185,155,False,False,True,False,Grandmaster
My2304,23401,516,335,196,149,True,False,False,False,Grandmaster
Tiểu Long Nữ,HCE,675,245,122,93,False,False,True,False,Grandmaster
Ú Hú,1810,813,458,221,204,False,False,True,False,Grandmaster
LD3010,4142,1,402,207,158,False,False,True,False,Grandmaster
Starlander,8304,72,258,89,48,False,False,True,True,Grandmaster
qdai,2412,276,423,134,98,False,False,True,False,Grandmaster
MeiMei1699,6715,577,303,107,79,False,False,True,False,Grandmaster
